9 1 3 06 30 00 2 ChrisDonoghue 00 51 31 00 52 00 00 00 29
9 1 3 06 30 00 2 SineadRyan 00 52 00 00 56 14 00 04 14
9 1 3 06 30 00 2 ChrisDonoghue 00 56 14 00 56 19 00 00 05
9 1 3 06 30 00 2 IvanYates 00 58 17 00 59 00 00 00 43
9 1 3 06 30 00 2 IvanYates 00 00 03 00 00 09 00 00 06
9 1 3 06 30 00 2 ChrisDonoghue 00 00 09 00 00 11 00 00 02
9 1 3 06 30 00 2 TomRayner 00 00 11 00 00 19 00 00 08
9 1 3 06 30 00 2 ChrisDonoghue 00 00 19 00 00 28 00 00 09
9 1 3 06 30 00 2 IvanYates 00 00 28 00 00 29 00 00 01
9 1 3 06 30 00 2 FrancesFitzgerald 00 00 29 00 00 39 00 00 10
9 1 3 06 30 00 2 IvanYates 00 00 39 00 00 48 00 00 09
9 1 3 06 30 00 2 ChrisDonoghue 00 00 48 00 00 52 00 00 04
9 1 3 06 30 00 2 FidelmaHealyEames 00 00 52 00 01 01 00 00 09
9 1 3 06 30 00 2 ChrisDonoghue 00 01 01 00 01 11 00 00 10
9 1 3 06 30 00 2 IvanYates 00 01 11 00 01 19 00 00 08
9 1 3 06 30 00 2 ChrisDonoghue 00 01 19 00 01 26 00 00 07
9 1 3 06 30 00 2 CiaraMcDonagh 00 01 30 00 01 43 00 00 13
9 1 3 06 30 00 2 RichardChambers 00 01 43 00 02 26 00 00 43
9 1 3 06 30 00 2 CiaraMcDonagh 00 02 26 00 03 51 00 01 25
9 1 3 06 30 00 2 JohnCostello 00 03 51 00 04 11 00 00 20
9 1 3 06 30 00 2 CiaraMcDonagh 00 04 11 00 04 33 00 00 22
9 1 3 06 30 00 2 SineadRyan 00 04 33 00 04 54 00 00 21
9 1 3 06 30 00 2 CiaraMcDonagh 00 04 54 00 05 00 00 00 06
9 1 3 06 30 00 2 OisinLangan 00 05 11 00 06 02 00 00 51
9 1 3 06 30 00 2 CiaraMcDonagh 00 06 21 00 06 29 00 00 08
9 1 3 06 30 00 2 ChrisDonoghue 00 06 29 00 07 08 00 00 39
9 1 3 06 30 00 2 IvanYates 00 07 08 00 09 04 00 01 56
9 1 3 06 30 00 2 ChrisDonoghue 00 09 04 00 10 07 00 01 03
9 1 3 06 30 00 2 IvanYates 00 10 07 00 10 43 00 00 36
9 1 3 06 30 00 2 ChrisDonoghue 00 10 43 00 10 47 00 00 04
9 1 3 06 30 00 2 IvanYates 00 10 47 00 10 50 00 00 03
9 1 3 06 30 00 2 ChrisDonoghue 00 10 50 00 10 57 00 00 07
9 1 3 06 30 00 2 IvanYates 00 10 57 00 11 48 00 00 51
9 1 3 06 30 00 2 DamianTansey 00 11 48 00 21 52 00 10 04
9 1 3 06 30 00 2 IvanYates 00 21 52 00 22 00 00 00 08
9 1 3 06 30 00 2 ChrisDonoghue 00 22 00 00 22 44 00 00 44
9 1 3 06 30 00 2 FergalCrean 00 22 44 00 26 24 00 03 40
9 1 3 06 30 00 2 ChrisDonoghue 00 26 24 00 26 34 00 00 10
9 1 3 06 30 00 2 IvanYates 00 26 34 00 26 55 00 00 21
9 1 3 06 30 00 2 IvanYates 00 29 20 00 29 23 00 00 03
9 1 3 06 30 00 2 OisinLangan 00 29 23 00 31 31 00 02 08
9 1 3 06 30 00 2 ArjenRobben 00 31 31 00 31 41 00 00 10
9 1 3 06 30 00 2 OisinLangan 00 31 41 00 31 53 00 00 12
9 1 3 06 30 00 2 JurgenKlinsman 00 31 53 00 32 05 00 00 12
9 1 3 06 30 00 2 OisinLangan 00 32 05 00 32 26 00 00 21
9 1 3 06 30 00 2 IvanYates 00 32 26 00 32 32 00 00 06
9 1 3 06 30 00 2 CiaraMcDonagh 00 32 34 00 33 33 00 00 59
9 1 3 06 30 00 2 CiaraMcDonagh 00 33 46 00 33 53 00 00 07
9 1 3 06 30 00 2 IvanYates 00 34 04 00 34 10 00 00 06
9 1 3 06 30 00 2 IanGuider 00 34 10 00 37 13 00 03 03
9 1 3 06 30 00 2 IvanYates 00 37 13 00 37 18 00 00 05
9 1 3 06 30 00 2 ChrisDonoghue 00 37 28 00 38 02 00 00 34
9 1 3 06 30 00 2 PaulWhitehouseKen 00 38 02 00 38 12 00 00 10
9 1 3 06 30 00 2 ChrisDonoghue 00 38 12 00 38 34 00 00 22
9 1 3 06 30 00 2 ChrisDonoghue 00 40 46 00 41 35 00 00 49
9 1 3 06 30 00 2 IvanYates 00 41 35 00 41 36 00 00 01
9 1 3 06 30 00 2 ChrisDonoghue 00 41 36 00 43 19 00 01 43
9 1 3 06 30 00 2 IvanYates 00 43 19 00 44 21 00 01 02
9 1 3 06 30 00 2 ChrisDonoghue 00 44 21 00 44 47 00 00 26
9 1 3 06 30 00 2 IvanYates 00 44 47 00 45 21 00 00 34
9 1 3 06 30 00 2 ChrisDonoghue 00 45 21 00 45 25 00 00 04
9 1 3 06 30 00 2 IvanYates 00 45 25 00 45 42 00 00 17
9 1 3 06 30 00 2 ChrisDonoghue 00 45 42 00 46 19 00 00 37
9 1 3 06 30 00 2 IvanYates 00 46 19 00 47 10 00 00 51
9 1 3 06 30 00 2 ChrisDonoghue 00 47 10 00 47 37 00 00 27
9 1 3 06 30 00 2 IvanYates 00 47 37 00 47 54 00 00 17
9 1 3 06 30 00 2 IvanYates 00 50 16 00 50 48 00 00 32
9 1 3 06 30 00 2 TedOCallaghan 00 50 48 00 55 32 00 04 44
9 1 3 06 30 00 2 IvanYates 00 55 32 00 55 58 00 00 26
9 1 3 06 30 00 2 ChrisDonoghue 00 55 58 00 56 05 00 00 07
9 1 3 06 30 00 2 IanGuider 00 56 05 00 56 21 00 00 16
9 1 3 06 30 00 2 ChrisDonoghue 00 56 21 00 56 22 00 00 01
9 1 3 06 30 00 2 ChrisDonoghue 00 58 39 00 59 00 00 00 21
9 1 3 06 30 00 2 ChrisDonoghue 00 00 05 00 00 13 00 00 08
9 1 3 06 30 00 2 IvanYates 00 00 13 00 00 16 00 00 03
9 1 3 06 30 00 2 FrancesFitzgerald 00 00 16 00 00 25 00 00 09
9 1 3 06 30 00 2 IvanYates 00 00 25 00 00 35 00 00 10
9 1 3 06 30 00 2 ChrisDonoghue 00 00 35 00 00 39 00 00 04
9 1 3 06 30 00 2 AnnRossiter 00 00 39 00 00 48 00 00 09
9 1 3 06 30 00 2 ChrisDonoghue 00 00 48 00 00 56 00 00 08
9 1 3 06 30 00 2 IvanYates 00 00 56 00 00 59 00 00 03
9 1 3 06 30 00 2 LewAyresPaulBaumer 00 00 59 00 01 05 00 00 06
9 1 3 06 30 00 2 IvanYates 00 01 05 00 01 15 00 00 10
9 1 3 06 30 00 2 ChrisDonoghue 00 01 15 00 01 28 00 00 13
9 1 3 06 30 00 2 CiaraMcDonagh 00 01 28 00 03 22 00 01 54
9 1 3 06 30 00 2 ChrisDonoghue 00 03 22 00 04 37 00 01 15
9 1 3 06 30 00 2 IvanYates 00 04 37 00 05 22 00 00 45
9 1 3 06 30 00 2 SimonCoveney 00 05 22 00 05 43 00 00 21
9 1 3 06 30 00 2 IvanYates 00 05 43 00 06 03 00 00 20
9 1 3 06 30 00 2 ChrisDonoghue 00 06 03 00 07 07 00 01 04
9 1 3 06 30 00 2 FergalCrean 00 07 07 00 07 32 00 00 25
9 1 3 06 30 00 2 ChrisDonoghue 00 07 32 00 08 23 00 00 51
9 1 3 06 30 00 2 PaulKennellan 00 08 23 00 17 08 00 08 45
9 1 3 06 30 00 2 ChrisDonoghue 00 17 08 00 17 19 00 00 11
9 1 3 06 30 00 2 IvanYates 00 17 19 00 18 15 00 00 56
9 1 3 06 30 00 2 CarolineDalton 00 18 15 00 18 38 00 00 23
9 1 3 06 30 00 2 AnnRossiter 00 18 38 00 19 28 00 00 50
9 1 3 06 30 00 2 IvanYates 00 19 28 00 19 39 00 00 11
9 1 3 06 30 00 2 CarolineDalton 00 19 39 00 20 02 00 00 23
9 1 3 06 30 00 2 AnnRossiter 00 20 02 00 21 01 00 00 59
9 1 3 06 30 00 2 IvanYates 00 21 01 00 21 14 00 00 13
9 1 3 06 30 00 2 CarolineDalton 00 21 14 00 21 48 00 00 34
9 1 3 06 30 00 2 AnnRossiter 00 21 48 00 22 24 00 00 36
9 1 3 06 30 00 2 IvanYates 00 22 24 00 22 33 00 00 09
9 1 3 06 30 00 2 CarolineDalton 00 22 33 00 22 47 00 00 14
9 1 3 06 30 00 2 AnnRossiter 00 22 47 00 23 27 00 00 40
9 1 3 06 30 00 2 IvanYates 00 23 27 00 23 29 00 00 02
9 1 3 06 30 00 2 CarolineDalton 00 23 29 00 23 46 00 00 17
9 1 3 06 30 00 2 AnnRossiter 00 23 46 00 25 08 00 01 22
9 1 3 06 30 00 2 IvanYates 00 25 08 00 25 20 00 00 12
9 1 3 06 30 00 2 CarolineDalton 00 25 20 00 25 25 00 00 05
9 1 3 06 30 00 2 IvanYates 00 25 25 00 25 26 00 00 01
9 1 3 06 30 00 2 ChrisDonoghue 00 25 26 00 25 44 00 00 18
9 1 3 06 30 00 2 PeterAllen 00 25 44 00 28 19 00 02 35
9 1 3 06 30 00 2 ChrisDonoghue 00 28 19 00 28 27 00 00 08
9 1 3 06 30 00 2 IvanYates 00 28 27 00 29 08 00 00 41
9 1 3 06 30 00 2 IvanYates 00 31 30 00 32 10 00 00 40
9 1 3 06 30 00 2 KarlHenry 00 32 10 00 45 07 00 12 57
9 1 3 06 30 00 2 ChrisDonoghue 00 45 07 00 45 09 00 00 02
9 1 3 06 30 00 2 IvanYates 00 45 09 00 45 12 00 00 03
9 1 3 06 30 00 2 LewAyresPaulBaumer 00 48 25 00 48 44 00 00 19
9 1 3 06 30 00 2 IvanYates 00 48 44 00 49 22 00 00 38
9 1 3 06 30 00 2 DonalFallon 00 49 22 00 55 00 00 05 38
9 1 3 06 30 00 2 IvanYates 00 55 00 00 55 25 00 00 25
9 1 3 06 30 00 2 ChrisDonoghue 00 55 25 00 55 41 00 00 16
